Group,Name,Category,Description,ID Tag,Price,Weight,Width,Length,Height,Last inventory date,Expiry Date,Purchase date,Quantity unit,Stock Shortage,Default quantity,Storage 1,Quantity 1,Storage 2,Quantity 2,Storage 3,Quantity 3,Storage 4,Quantity 4,Storage 5,Quantity 5,Supplier 1,Supplier 1 price,Supplier 2,Supplier 2 price,Supplier 3,Supplier 3 price,Supplier 4,Supplier 4 price,Supplier 5,Supplier 5 price,Group property 1,Group property 2,Group property 3,Group property 4,Group property 5,Group property 6,Group property 7,Group property 8,Group property 9,Group property 10,Optimal Quantity,Category (full path),
Sample Group,C124,TRANSISTOR,NPN CHICO 0.025A 40V 0.25W 150 °C,20160229,1,,,,,,,,,1,3,B2D1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C1313,TRANSISTOR,NPN CHICO 0.1A 50V 0.2W 150 °C  ECG199,20160229,2,,,,,,,,,1,2,B2D3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C1360,TRANSISTOR,NPN CHICO 0.1A 50V 0.65W 150 °C  ECG199,20160229,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C1368,TRANSISTOR,NPN CHICO 1.5A 25V 8W 125 °C  ECG184,20160229,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C138,TRANSISTOR,NPN CHICO 0.5A 60V 0.8W 175 °C  ECG123AP,20160229,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C1383,TRANSISTOR,NPN CHICO 1.5A 30V 0.75W 175 °C  ECG293,20160229,2,,,,,,,,,1,7,B2D3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C143,TRANSISTOR,NPN CHICO 0.2A 40V 0.36W 175 °C  ECG123AP,20160229,1,,,,,,,,,1,7,B2D1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C144ESY,TRANSISTOR,NPN CHICO 0.2A 50V 0.36W 175 °C,20160229,1,,,,,,,,,1,21,B2D1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C144K,TRANSISTOR,ECG123AP,20160229,1,,,,,,,,,1,45,B2D1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C1470,TRANSISTOR,NPN MEDIANO 30A 450V 200W 175 °C   NO TIENE ECG,20160229,2,,,,,,,,,1,17,B2D3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C1473,TRANSISTOR,ECG399,20160229,1,,,,,,,,,1,29,B2D3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C1475,TRANSISTOR,ECG315,20160229,2,,,,,,,,,1,5,B2D3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C1507,TRANSISTOR,ECG198.  =C2023,20160229,3,,,,,,,,,1,9,B2D3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C1509,TRANSISTOR,ECG297,20160229,2,,,,,,,,,1,5,B2D3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C1627,TRANSISTOR,,20160229,2,,,,,,,,,1,1,B2D3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C1740,TRANSISTOR,ECG85,20160229,1,,,,,,,,,1,10,B2D4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C1810,TRANSISTOR, ECG80,20160229,3,,,,,,,,,1,10,B2D4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C1841,TRANSISTOR,ECG90,20160229,1,,,,,,,,,1,12,B2D4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C1845,TRANSISTOR,ECG2696,20160229,1,,,,,,,,,1,3,B2D4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C1890,TRANSISTOR,ECG90,20160229,1,,,,,,,,,1,8,B2D4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C1984,TRANSISTOR,,,4,,,,,,,,,1,9,B2D4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2001,TRANSISTOR,ECG85,20160229,1,,,,,,,,,1,59,B2D4,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2026,TRANSISTOR,ECG23,20160229,1,,,,,,,,,1,18,B2D4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2053,TRANSISTOR,ECG340,20160229,2,,,,,,,,,1,13,B2D4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2061,TRANSISTOR,ECG297,20160229,2,,,,,,,,,1,14,B2D5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2068,TRANSISTOR,ECG376,20160229,3,,,,,,,,,1,1,B2D5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2070,TRANSISTOR,ECG123A,20160229,3,,,,,,,,,1,0,B2D5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2073,TRANSISTOR,ECG375,20160229,3,,,,,,,,,1,14,B2D5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2078,TRANSISTOR,ECG235,20160229,3,,,,,,,,,1,35,B2D5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2092,TRANSISTOR,ECG2354,20160229,4,,,,,,,,,1,1,B2D6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2120,TRANSISTOR,ECG289A,20160229,1,,,,,,,,,1,1,B2D6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2230,TRANSISTOR,,20160229,1,,,,,,,,,1,6,B2D6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2231,TRANSISTOR,ECG2541,20160229,3,,,,,,,,,1,18,B2D6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2233,TRANSISTOR,ECG51,20160229,3,,,,,,,,,1,5,B2D6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2234,TRANSISTOR,,20160229,3,,,,,,,,,1,1,B2D6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2236,TRANSISTOR,ECG382,20160229,2,,,,,,,,,1,27,B2D6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2240,TRANSISTOR,ECG2696,20160229,2,,,,,,,,,1,10,B2D6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2258,TRANSISTOR,ECG2501,20160229,3,,,,,,,,,1,2,B2D7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2259,TRANSISTOR,NO TIENE ECG,20160229,3,,,,,,,,,1,4,B2D7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2270,TRANSISTOR,NO TIENE ECG,20160229,3,,,,,,,,,1,2,B2D7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2274,TRANSISTOR,ECG289A,20160229,1,,,,,,,,,1,3,B2D7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2317,TRANSISTOR,NO TIENE ECG,20160229,5,,,,,,,,,1,3,B2D7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2320,TRANSISTOR,ECG85,20160229,2,,,,,,,,,1,1,B2D7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2321,TRANSISTOR,NO TIENE ECG,20160229,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2328,TRANSISTOR,NO TIENE ECG,20160229,2,,,,,,,,,1,17,B2D7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2330,TRANSISTOR,,20160229,2,,,,,,,,,1,17,B2D7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2331,TRANSISTOR,ECG293,20160229,2,,,,,,,,,1,31,B2D8,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2383,TRANSISTOR,ECG31,20160229,2,,,,,,,,,1,0,B2D8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2500,TRANSISTOR,ECG2363,20160229,2,,,,,,,,,1,4,B2D8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2513,TRANSISTOR,NO TIENE ECG,20160229,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2570,TRANSISTOR,ECG10,20160229,1,,,,,,,,,1,13,B2D8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2625,TRANSISTOR,,20160229,7,,,,,,,,,1,1,B2D8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2655,TRANSISTOR,ECG2363,20160229,1,,,,,,,,,1,54,B2D8,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2688,TRANSISTOR,NO TIENE ECG,20160229,2,,,,,,,,,1,2,B2D8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2705,TRANSISTOR,ECG31,20160229,1.5,,,,,,,,,1,1,B2D9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C2752,TRANSISTOR,ECG2327,20160229,3,,,,,,,,,1,7,B2D9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3039,TRANSISTOR,ECG379,20160229,4,,,,,,,,,1,4,B2D9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3090,TRANSISTOR,ECG2348,20160229,8,,,,,,,,,1,5,B2D9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3153,TRANSISTOR,ECG2309,20160229,7,,,,,,,,,1,2,B2D9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3203,TRANSISTOR,ECG382,20160229,1,,,,,,,,,1,4,B2D10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3205,TRANSISTOR,ECG11,20160229,1,,,,,,,,,1,14,B2D10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3207,TRANSISTOR,ECG399,20160229,1,,,,,,,,,1,21,B2D10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3210,TRANSISTOR,ECG2308,20160229,1,,,,,,,,,1,1,B2D10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3229,TRANSISTOR,ECG171,20160229,4,,,,,,,,,1,5,B2D10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3231,TRANSISTOR,ECG51,20160229,5,,,,,,,,,1,1,B2D10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3263,TRANSISTOR,ECG2539,20160229,7,,,,,,,,,1,11,B2D11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3271,TRANSISTOR,ECG157,20160229,3,,,,,,,,,1,4,B2D11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3281,TRANSISTOR,ECG2328,20160229,7,,,,,,,,,1,5,B2D11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3298,TRANSISTOR,ECG2576,20160229,3,,,,,,,,,1,21,B2D12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3306,TRANSISTOR,ECG2308,20160229,6,,,,,,,,,1,6,B2D12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3420,TRANSISTOR,ECG2513,20160229,3,,,,,,,,,1,10,B2D12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3457,TRANSISTOR,ECG2339,20160229,4,,,,,,,,,1,1,B2D12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3552,TRANSISTOR,ECG2348,20160229,7,,,,,,,,,1,1,B2D13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3553,TRANSISTOR,ECG2361,20160229,1,,,,,,,,,1,14,B2D13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3675,TRANSISTOR,NO TIENE ECG,20160229,4,,,,,,,,,1,6,B2D13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C368,TRANSISTOR,,20160229,1,,,,,,,,,1,5,B2D2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3691,TRANSISTOR,NO TIENE ECG,20160229,5,,,,,,,,,1,13,B2D13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3795,TRANSISTOR,ECG2337,20160229,6,,,,,,,,,1,3,B2D13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3807,TRANSISTOR,ECG2504,20160229,2,,,,,,,,,1,1,B2D14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3852,TRANSISTOR,ECG56,20160229,4,,,,,,,,,1,8,B2D14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3853,TRANSISTOR,ECG390,20160229,8,,,,,,,,,1,8,B2D14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3856,TRANSISTOR,ECG2328,20160229,8,,,,,,,,,1,5,B2D14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3858,TRANSISTOR,ECG58,20160229,15,,,,,,,,,1,3,B2D15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3866,TRANSISTOR,,20160229,6,,,,,,,,,1,1,B2D15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3907,TRANSISTOR,ECG2328,20160229,8,,,,,,,,,1,1,B2D15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3927,TRANSISTOR,ECG2348,20160229,8,,,,,,,,,1,2,B2D15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3953,TRANSISTOR,ECG2508,20160229,4,,,,,,,,,1,27,B2D15,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3973,TRANSISTOR,,20160229,3,,,,,,,,,1,3,B2C1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3997,TRANSISTOR,ECG2533,20160229,10,,,,,,,,,1,9,B2C1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C3998,TRANSISTOR,,20160229,10,,,,,,,,,1,6,B2C1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4056,TRANSISTOR,,20160229,10,,,,,,,,,1,4,B2C2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4123,TRANSISTOR,ECG2353,20160229,8,,,,,,,,,1,4,B2C2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4138,TRANSISTOR,ECG2311,20160229,10,,,,,,,,,1,6,B2C2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4204,TRANSISTOR,,20160229,1,,,,,,,,,1,3,B2C2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4236,TRANSISTOR,ECG2348,20160229,8,,,,,,,,,1,3,B2C3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4237,TRANSISTOR,ECG2348,20160229,8,,,,,,,,,1,2,B2C3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4242,TRANSISTOR,ECG2312,20160229,4,,,,,,,,,1,2,B2C3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4408,TRANSISTOR,,20160229,2,,,,,,,,,1,7,B2C3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4423,TRANSISTOR,ECG2308,20160229,9,,,,,,,,,1,0,B2C4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4460,TRANSISTOR,ECG2594,20160229,9,,,,,,,,,1,4,B2C4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4517,TRANSISTOR,ECG2339,20160229,4,,,,,,,,,1,1,B2C3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4518,TRANSISTOR,ECG2337,20160229,4,,,,,,,,,1,1,B2C3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4544,TRANSISTOR,NO TIENE ECG,20160229,4,,,,,,,,,1,2,B2C4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4547,TRANSISTOR,NO TIENE ECG,20160229,5,,,,,,,,,1,12,B2C4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4558,TRANSISTOR,,,2,,,,,,,,,1,18,A2A7,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4558led,TRANSISTOR,,,2,,,,,,,,,1,15,A2A7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4580,TRANSISTOR,,,3,,,,,,,,,1,3,A2A7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4580led,TRANSISTOR,,,3,,,,,,,,,1,5,A2A7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4664,TRANSISTOR,ECG2582,20160229,4,,,,,,,,,1,2,B2C5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4706,TRANSISTOR,ECG2598,20160229,25,,,,,,,,,1,5,B2C5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4722,TRANSISTOR,NO TIENE ECG,20160229,2,,,,,,,,,1,6,B2C5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4740,TRANSISTOR,,20160229,1,,,,,,,,,1,1,B2C5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4762,TRANSISTOR,ECG2353,20160229,8,,,,,,,,,1,3,B2C5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4770,TRANSISTOR,ECG2324,20160229,8,,,,,,,,,1,3,B2C5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4793,TRANSISTOR,ECG2648,20160229,12,,,,,,,,,1,25,B2C6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4834,TRANSISTOR,,20160229,10,,,,,,,,,1,0,B2C6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4916,TRANSISTOR,ECG2353,20160229,8,,,,,,,,,1,0,B2C6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4924,TRANSISTOR,ECG2651,20160229,8,,,,,,,,,1,13,B2C6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4927,TRANSISTOR,ECG2636,20160229,8,,,,,,,,,1,16,B2C7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C495,TRANSISTOR,ECG184,20160229,3,,,,,,,,,1,22,B2D2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C4953,TRANSISTOR,ECG2337,20160229,6,,,,,,,,,1,5,B2C7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5027,TRANSISTOR,ECG399,20160229,4,,,,,,,,,1,16,B2C7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5088,TRANSISTOR,ECG2643,20160229,8,,,,,,,,,1,10,B2C8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5148,TRANSISTOR,ECG2324,20160229,8,,,,,,,,,1,0,B2C8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5149,TRANSISTOR,ECG2353,20160229,8,,,,,,,,,1,3,B2C8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5198,TRANSISTOR,ECG36,20160229,7,,,,,,,,,1,2,B2C9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5200,TRANSISTOR,ECG2328,20160229,9,,,,,,,,,1,3,B2C9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5241,TRANSISTOR,NO TIENE ECG,20160229,5,,,,,,,,,1,5,B2C9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5244,TRANSISTOR,NO TIENE ECG,20160229,28,,,,,,,,,1,3,B2C10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5250,TRANSISTOR,ECG2353,20160229,8,,,,,,,,,1,4,B2C10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5271,TRANSISTOR,ECG2583,20160229,7,,,,,,,,,1,5,B2C10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5287,TRANSISTOR,NO TIENE ECG,20160229,8,,,,,,,,,1,5,B2C10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5296,TRANSISTOR,ECG2353,20160229,9,,,,,,,,,1,20,B2C11,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5297,TRANSISTOR,ECG2324,20160229,7,,,,,,,,,1,5,B2C11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5299,TRANSISTOR,ECG2651,20160229,8,,,,,,,,,1,9,B2C12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C532107,INTEGRADO,,,8,,,,,,,,,1,4,A2A7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,C5386,TRANSISTOR,ECG2365,20160229,7,,,,,,,,,1,0,B2C12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5404,TRANSISTOR,ECG2642,20160229,10,,,,,,,,,1,0,B2C12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5622,TRANSISTOR,ECG2636,20160229,8,,,,,,,,,1,12,B2C13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C575,INTEGRADO,,,4.5,,,,,,,,,1,1,A2A7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,C5802,TRANSISTOR,ECG2651,20160229,9,,,,,,,,,1,3,B2C13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5856,TRANSISTOR,NO TIENE ECG,20160229,8,,,,,,,,,1,1,B2C13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5885,TRANSISTOR,ECG2679,20160229,8,,,,,,,,,1,6,B2C13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5902,TRANSISTOR,NO TIENE ECG,20160229,8,,,,,,,,,1,2,B3C14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5929,TRANSISTOR,,20160229,10,,,,,,,,,1,3,B2C14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C5936,TRANSISTOR,ECG2354,20160229,10,,,,,,,,,1,1,B2C14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C6073,TRANSISTOR,NO TIENE ECG,20160229,7,,,,,,,,,1,5,B2C15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C6090,TRANSISTOR,NO TIENE ECG,20160229,6,,,,,,,,,1,5,B2C15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C6093,TRANSISTOR,NO TIENE ECG,20160229,6,,,,,,,,,1,3,B2C15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C815,TRANSISTOR,ECG293,20160229,1,,,,,,,,,1,28,B2D2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C8266,TRANSISTOR,,20160229,8,,,,,,,,,1,1,B2C15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C828,TRANSISTOR,,20160229,1,,,,,,,,,1,88,B2D2,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C9012,TRANSISTOR,ECG159,20160229,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
