codigo,cantidad,producto,descripcion,precio,ubicacion,precioCompra,ultimoProveedor,imagen,stockMinimo,categoria
,,FSA61012M,,35.0,A1,17.5,,,1.0,FLYBACK
,,FSV14A001,,35.0,A1,17.5,,,1.0,FLYBACK
,,FSV14A004,,30.0,A1,15.0,,,1.0,FLYBACK
,,FSV20A099,,,A1,,,,1.0,FLYBACK
,,FSV20B018,,35.0,A1,17.5,,,1.0,FLYBACK
,,FUH29A001,,50.0,A1,25.0,,,1.0,FLYBACK
,,G4PC50,,28.0,A2A19,14.0,,,1.0,INTEGRADO
,,GL494,=GS9450,2.5,A2A18,1.25,,,1.0,INTEGRADO
,,GL7440,,10.0,A2A18,5.0,,,1.0,INTEGRADO
,,GM0765,,17.0,A2A18,8.5,,,1.0,INTEGRADO
,,GS8208-08C,,,A2A19,,,,1.0,INTEGRADO
,,GS8908-02H,,,A2A19,,,,1.0,INTEGRADO
,,GS9450,=GL494,2.5,A2A18,1.25,,,1.0,INTEGRADO
,,H6NA80,,12.0,B2A14,6.0,,,1.0,INTEGRADO
,,HA1755,,10.0,A2A19,5.0,,,1.0,TRANSISTOR
,,HAI14817,,50.0,A2A20,25.0,,,1.0,TRANSISTOR
,,HAI3151 4K3,,35.0,A2A20,17.5,,,1.0,TRANSISTOR
,,HAI3151 4L3,,24.0,A2A20,12.0,,,1.0,TRANSISTOR
,,HAI3173,,18.0,A2A20,9.0,,,1.0,TRANSISTOR
,,HCD4013,,3.0,A2A21,1.5,,,1.0,TRANSISTOR
,,HCF4001,,5.0,B3B7,2.5,,,1.0,TRANSISTOR
,,HCF4007,,3.0,B3B7,1.5,,,1.0,TRANSISTOR
,,HCF4011,,3.0,A2A21,1.5,,,1.0,TRANSISTOR
,,HCF4017,,,A2A21,,,,1.0,TRANSISTOR
,,HCF4023,,4.0,B3B8,2.0,,,1.0,TRANSISTOR
,,HCF4040,,4.0,B3B8,2.0,,,1.0,TRANSISTOR
,,HCF4052,,3.0,A2A22,1.5,,,1.0,TRANSISTOR
,,HCF4066B,,3.5,A2A21,1.75,,,1.0,TRANSISTOR
,,HCF4070,,4.0,B3B9,2.0,,,1.0,TRANSISTOR
,,HCF4094,,3.0,A2A22,1.5,,,1.0,TRANSISTOR
,,HCF41BE,,3.0,A2A22,1.5,,,1.0,TRANSISTOR
,,HEF4018,,5.0,B3B7,2.5,,,1.0,TRANSISTOR
,,HEF4072,,5.0,B3B9,2.5,,,1.0,TRANSISTOR
,,HEF4076,,4.0,B3B9,2.0,,,1.0,TRANSISTOR
,,HF20M,,1.0,B1D10,0.5,,,1.0,TRANSISTOR
,,HI1000,,40.0,A2A22,20.0,,,1.0,TRANSISTOR
,,HI1004,,40.0,A2A22,20.0,,,1.0,TRANSISTOR
,,HI200-4,,50.0,A2A22,25.0,,,1.0,TRANSISTOR
,,HIS0169,,8.0,A2A19,4.0,,,1.0,TRANSISTOR
,,HIS0169B,,,A2A23,,,,1.0,TRANSISTOR
,,IA38BR,,7.0,A2A23,3.5,,,1.0,TRANSISTOR
,,ICE20503,,6.0,A2A23,3.0,,,1.0,INTEGRADO
,,ICE3B0365J,,8.0,B2A14,4.0,,,1.0,INTEGRADO
,,IR2153,,6.0,B1A1,3.0,,,1.0,TRANSISTOR
,,IR2E02,,7.0,B1A1,3.5,,,1.0,TRANSISTOR
,,IR76,,22.0,B1A1,11.0,,,1.0,TRANSISTOR
,,IRF1407,,7.0,B1A5,3.5,,,1.0,MOSFET
,,IRF3205,ECG2991,5.0,B1A5,2.5,,,1.0,MOSFET
,,IRF450,,10.0,B1A2,5.0,,,1.0,MOSFET
,,IRF510,,5.0,B1A2,2.5,,,1.0,MOSFET
,,IRF530,ECG66,5.0,B1A2,2.5,,,1.0,MOSFET
,,IRF540,ECG2396,4.0,A2A23,2.0,,,1.0,MOSFET
,,IRF61413,NO TIENE ECG,10.0,B1A6,5.0,,,1.0,MOSFET
,,IRF620,ECG2388,4.0,B1A2,2.0,,,1.0,MOSFET
,,IRF630,,4.0,B1A3,2.0,,,1.0,MOSFET
,,IRF634,ECG2900,6.0,B1A3,3.0,,,1.0,MOSFET
,,IRF640,ECG2374,4.0,B1A3,2.0,,,1.0,MOSFET
,,IRF730A,NO TIENE ECG,5.0,B1A3,2.5,,,1.0,MOSFET
,,IRF740,ECG2397,7.0,B1A4,3.5,,,1.0,MOSFET
,,IRF822,ECG2380,3.0,B1A4,1.5,,,1.0,MOSFET
,,IRF830,ECG2398,7.0,B1A4,3.5,,,1.0,MOSFET
,,IRF840,ECG2385,5.0,B1A4,2.5,,,1.0,MOSFET
,,IRF9530,,5.0,B1A5,2.5,,,1.0,MOSFET
,,IRF9540,ECG2371,5.0,B1A5,2.5,,,1.0,MOSFET
,,IRF9610,ECG2372,5.0,B1A6,2.5,,,1.0,MOSFET
,,IRF9630,ECG2373,3.0,B1A6,1.5,,,1.0,MOSFET
,,IRFP150N,ECG2967,10.0,B1A7,5.0,,,1.0,MOSFET
,,IRFP250N,NO TIENE ECG,10.0,B1A7,5.0,,,1.0,MOSFET
,,IRFP260N,ECG2916,11.0,B1A7,5.5,,,1.0,MOSFET
,,IRFP450,ECG2394,,,,,,,MOSFET
,,IRFP460,ECG2970,8.0,B1A7,4.0,,,1.0,MOSFET
,,IRFS640,ECG2944,8.0,B1A8,4.0,,,1.0,MOSFET
,,IRFZ24,,4.0,B1A9,2.0,,,1.0,MOSFET
,,IRFZ44N,ECG2395,4.0,B1A9,2.0,,,1.0,MOSFET
,,IRFZ48N,ECG2904,6.0,B1A9,3.0,,,1.0,MOSFET
,,J176,,,A2A23,,,,1.0,TRANSISTOR
,,J449,,4.0,A2A23,2.0,,,1.0,TRANSISTOR
,,J46AF,,7.0,A2A24,3.5,,,1.0,TRANSISTOR
,,J5804,,8.0,A2A24,4.0,,,1.0,TRANSISTOR
,,J6810A,=TT2142,10.0,A2A24,5.0,,,1.0,TRANSISTOR
,,J6810D,,10.0,A2A24,5.0,,,1.0,TRANSISTOR
,,J6820,,15.0,A2A24,7.5,,,1.0,TRANSISTOR
,,J6920,,15.0,A2A24,7.5,,,1.0,TRANSISTOR
,,JF0501-19272R,,46.0,A1,23.0,,,1.0,FLYBACK
,,K1094,NO TIENE ECG,10.0,B1B3,5.0,,,1.0,TRANSISTOR
,,K1096,ECG2374,8.0,B1B3,4.0,,,1.0,TRANSISTOR
,,K1117,ECG2379,4.0,B1B3,2.0,,,1.0,TRANSISTOR
,,K1482,NO TIENE ECG,2.0,B1B3,1.0,,,1.0,TRANSISTOR
,,K1507,ECG2989,6.0,B1B3,3.0,,,1.0,TRANSISTOR
,,K1537,ECG2377,15.0,B1B4,7.5,,,1.0,TRANSISTOR
,,K1603,ECG2399,8.0,B1B4,4.0,,,1.0,TRANSISTOR
,,K1606,ECG2385,8.0,B1B4,4.0,,,1.0,TRANSISTOR
,,K1692,ECG2377,8.0,B1B4,4.0,,,1.0,TRANSISTOR
,,K16A60W,,14.0,B2A8,7.0,,,1.0,INTEGRADO
,,K170,ECG312,1.0,B1B1,0.5,,,1.0,TRANSISTOR
,,K1794,ECG2377,8.0,B1B4,4.0,,,1.0,TRANSISTOR
,,K1833,ECG2398,8.0,B1B5,4.0,,,1.0,TRANSISTOR
,,K18A50D,,16.0,B2A8,8.0,,,1.0,INTEGRADO
,,K2003,NO TIENE ECG,6.0,B1B5,3.0,,,1.0,TRANSISTOR
,,K2026,=C2026,3.0,B1B5,1.5,,,1.0,TRANSISTOR
,,K2038,ECG2377,16.0,B1B5,8.0,,,1.0,TRANSISTOR
,,K2043,ECG2387,8.0,B1B5,4.0,,,1.0,TRANSISTOR
,,K2182,ECG2976,10.0,B1B6,5.0,,,1.0,TRANSISTOR
,,K2185,ECG2976,10.0,B1B6,5.0,,,1.0,TRANSISTOR
,,K2188,ECG2385,15.0,B1B6,7.5,,,1.0,TRANSISTOR
,,K2233,NO TIENE ECG,,,,,,,TRANSISTOR
,,K2275,NO TIENE ECG,10.0,B1B6,5.0,,,1.0,TRANSISTOR
,,K2276,NO TIENE ECG,8.0,B1B6,4.0,,,1.0,TRANSISTOR
,,K2333,ECG2976,6.0,B1B7,3.0,,,1.0,TRANSISTOR
,,K2398,NO TIENE ECG,,,,,,,TRANSISTOR
,,K246,NO TIENE ECG,5.0,B1B1,2.5,,,1.0,TRANSISTOR
,,K2488,ECG2973,16.0,B1B7,8.0,,,1.0,TRANSISTOR
,,K2545,ECG2379,6.0,B1B7,3.0,,,1.0,TRANSISTOR
,,K2611,=K2488,16.0,B1B7,8.0,,,1.0,TRANSISTOR
,,K2640,ECG2999,8.0,B1B7,4.0,,,1.0,TRANSISTOR
,,K2645,ECG2989,8.0,B1B8,4.0,,,1.0,TRANSISTOR
,,K2662,ECG2379,8.0,B1B8,4.0,,,1.0,TRANSISTOR
,,K2671,ECG2959,8.0,B1B8,4.0,,,1.0,TRANSISTOR
,,K2723,ECG2389,8.0,B1B8,4.0,,,1.0,TRANSISTOR
,,K2746,ECG2377,8.0,B1B8,4.0,,,1.0,TRANSISTOR
,,K2845,NO TIENE ECG,10.0,B1B9,5.0,,,1.0,TRANSISTOR
,,K2876,ECG2989,7.0,B1B9,3.5,,,1.0,TRANSISTOR
,,K2937,ECG2914,10.0,B1B9,5.0,,,1.0,TRANSISTOR
,,K2961,NO TIENE ECG,7.0,B1B9,3.5,,,1.0,TRANSISTOR
,,K2996,ECG2989,7.0,B1B9,3.5,,,1.0,TRANSISTOR
,,K3053,ECG2941,8.0,B1B10,4.0,,,1.0,TRANSISTOR
,,K3115,ECG2974,8.0,B1B10,4.0,,,1.0,TRANSISTOR
,,K330,NO TIENE ECG,1.0,B1B1,0.5,,,1.0,TRANSISTOR
,,K3326,NO TIENE ECG,10.0,B1B10,5.0,,,1.0,TRANSISTOR
,,K3451,NO TIENE ECG,12.0,B1B10,6.0,,,1.0,TRANSISTOR
,,K3563,ECG2903,10.0,B1B11,5.0,,,1.0,TRANSISTOR
,,K3566,NO TIENE ECG,6.0,B1B11,3.0,,,1.0,TRANSISTOR
,,K3568,ECG2911,8.0,B1B11,4.0,,,1.0,TRANSISTOR
,,K3569,NO TIENE ECG,8.0,B1B11,4.0,,,1.0,TRANSISTOR
,,K373,NO TIENE ECG,4.0,B1B1,2.0,,,1.0,TRANSISTOR
,,K44,ECG222,1.0,B1B1,0.5,,,1.0,TRANSISTOR
,,K538,ECG2378,8.0,B1B2,4.0,,,1.0,TRANSISTOR
,,K724,ECG2393,8.0,B1B2,4.0,,,1.0,TRANSISTOR
,,K727,ECG2377,,,,,,,TRANSISTOR
,,K791,ECG2387,5.0,B1B2,2.5,,,1.0,TRANSISTOR
,,K793,ECG2377,12.0,B1B2,6.0,,,1.0,TRANSISTOR
,,K903,ECG2387,6.0,B1B2,3.0,,,1.0,TRANSISTOR
,,K9507,NO TIENE ECG,5.0,B1B11,2.5,,,1.0,TRANSISTOR
,,KA33V,ECG451,1.0,B3D9,0.5,,,1.0,TRANSISTOR
,,KA78M08,,,A2A25,,,,1.0,TRANSISTOR
,,KFS60226,,28.0,A1,14.0,,,1.0,FLYBACK
,,KN2222,,1.0,B1B12,0.5,,,1.0,TRANSISTOR
,,KSE350,,5.0,B1B12,2.5,,,1.0,TRANSISTOR
,,KSE800,,5.0,B1B12,2.5,,,1.0,TRANSISTOR
,,L4960,,10.0,A2A25,5.0,,,1.0,TRANSISTOR
,,L4962,,10.0,A2A25,5.0,,,1.0,TRANSISTOR
,,L6565,,5.0,A2A25,2.5,,,1.0,TRANSISTOR
,,L7808CV,,,A2B2,,,,1.0,TRANSISTOR
,,L78L05,ECG36,1.0,B3D9,0.5,,,1.0,TRANSISTOR
,,L78L09,,1.0,B3D9,0.5,,,1.0,TRANSISTOR
,,L78MG2J5,,4.0,A2A25,2.0,,,1.0,TRANSISTOR
,,LB1640,,12.0,A2A26,6.0,,,1.0,TRANSISTOR
,,LB1641,,10.0,A2A26,5.0,,,1.0,TRANSISTOR
,,LB1648,,10.0,A2A26,5.0,,,1.0,TRANSISTOR
,,LC72131,,8.0,A2A28,4.0,,,1.0,TRANSISTOR
,,LC7218,,8.0,A2A26,4.0,,,1.0,TRANSISTOR
,,LC7522,,15.0,A2A26,7.5,,,1.0,TRANSISTOR
,,LC7533,,8.0,A2A27,4.0,,,1.0,TRANSISTOR
,,LC75341,,10.0,A2A28,5.0,,,1.0,TRANSISTOR
,,LC7535,,15.0,A2A27,7.5,,,1.0,TRANSISTOR
,,LC7815,,15.0,A2A27,7.5,,,1.0,TRANSISTOR
,,LC7818,,15.0,A2A27,7.5,,,1.0,TRANSISTOR
,,LC7821,,10.0,A2A27,5.0,,,1.0,TRANSISTOR
,,LC7881,,10.0,A2A28,5.0,,,1.0,TRANSISTOR
,,LG631-9R,,60.0,A2A28,30.0,,,1.0,INTEGRADO
,,LM1203,=LM9612X,,,,,,,TRANSISTOR
,,LM1458,,3.0,A2A30,1.5,,,1.0,TRANSISTOR
,,LM1875,,5.0,A2B1,2.5,,,1.0,TRANSISTOR
,,LM1876,,15.0,A2B1,7.5,,,1.0,TRANSISTOR
,,LM2405,,10.0,A2B1,5.0,,,1.0,TRANSISTOR
,,LM2406,,15.0,A2B1,7.5,,,1.0,TRANSISTOR
,,LM2407,,16.0,A2B1,8.0,,,1.0,TRANSISTOR
,,LM2575,,17.0,A2B1,8.5,,,1.0,TRANSISTOR
,,LM2576,,10.0,A2B2,5.0,,,1.0,TRANSISTOR
,,LM2902N,,5.0,A2B2,2.5,,,1.0,TRANSISTOR
,,LM317,,2.0,A2A29,1.0,,,1.0,TRANSISTOR
,,LM324,,4.0,A2A29,2.0,,,1.0,TRANSISTOR
,,LM335,,1.0,B2D9,0.5,,,1.0,TRANSISTOR
,,LM339,,6.0,A2A29,3.0,,,1.0,TRANSISTOR
,,LM358,,2.0,A2A29,1.0,,,1.0,TRANSISTOR
,,LM364,,,A2A29,,,,1.0,TRANSISTOR
,,LM380,,6.0,A2A29,3.0,,,1.0,TRANSISTOR
,,LM386,,2.0,A2A30,1.0,,,1.0,TRANSISTOR
,,LM388,,8.0,A2A30,4.0,,,1.0,TRANSISTOR
,,LM3886-TF,,12.0,A2B2,6.0,,,1.0,TRANSISTOR
,,LM3914,,5.0,A2B2,2.5,,,1.0,TRANSISTOR
,,LM3915,,,A2B2,,,,1.0,TRANSISTOR
,,LM393,,5.0,A2A30,2.5,,,1.0,TRANSISTOR
,,LM4765,,12.0,A2B2,6.0,,,1.0,TRANSISTOR
,,LM4766T,=PM59AE,20.0,A2B2,10.0,,,1.0,TRANSISTOR
,,LM723CH,,5.0,A2A30,2.5,,,1.0,TRANSISTOR
,,LM741,,2.0,A2A30,1.0,,,1.0,TRANSISTOR
,,LM78L12,,1.0,A2B3,0.5,,,1.0,TRANSISTOR
,,LM8412,,3.5,A2B4,1.75,,,1.0,TRANSISTOR
,,LM9142,,3.0,A2B4,1.5,,,1.0,TRANSISTOR
,,LM9612X,=LM1203,12.0,A2B3,6.0,,,1.0,TRANSISTOR
,,LNK364,,13.0,A2B4,6.5,,,1.0,TRANSISTOR
,,LSC1008,,5.0,A2B3,2.5,,,1.0,TRANSISTOR
,,LV1116N,,20.0,A2B3,10.0,,,1.0,TRANSISTOR
,,LV47002,,30.0,A2B3,15.0,,,1.0,TRANSISTOR
,,M017,,1.0,A2B5,0.5,,,1.0,INTEGRADO
,,M1641,,8.0,A2B5,4.0,,,1.0,INTEGRADO
,,M2625,,6.0,A2B5,3.0,,,1.0,INTEGRADO
,,M3161,,,A2B5,,,,1.0,INTEGRADO
,,M4015,,3.0,A2B7,1.5,,,1.0,INTEGRADO
,,M51102,,12.0,A2B7,6.0,,,1.0,INTEGRADO
,,M51164,,8.0,A2B7,4.0,,,1.0,INTEGRADO
,,M51182,,8.0,A2B7,4.0,,,1.0,INTEGRADO
,,M51387,,20.0,A2B7,10.0,,,1.0,INTEGRADO
,,M51515BL,,35.0,A2B7,17.5,,,1.0,INTEGRADO
,,M51521L,,10.0,A2B8,5.0,,,1.0,INTEGRADO
,,M51542L,,6.0,A2B8,3.0,,,1.0,INTEGRADO
,,M51544,,10.0,A2B8,5.0,,,1.0,INTEGRADO
,,M5186,,27.0,A2B5,13.5,,,1.0,INTEGRADO
,,M51903L,,10.0,A2B8,5.0,,,1.0,INTEGRADO
,,M5193,,12.0,A2B5,6.0,,,1.0,INTEGRADO
,,M5218L,,5.0,A2B5,2.5,,,1.0,INTEGRADO
,,M5226P,,,A2B8,,,,1.0,INTEGRADO
,,M5230,,5.0,A2B5,2.5,,,1.0,INTEGRADO
,,M523395,,60.0,A2B8,30.0,,,1.0,INTEGRADO
,,M52470,,20.0,A2B8,10.0,,,1.0,INTEGRADO
,,M54543L,,20.0,A2B9,10.0,,,1.0,INTEGRADO
,,M5865,,,A2B5,,,,1.0,INTEGRADO
,,M58655,,14.0,A2B8,7.0,,,1.0,INTEGRADO
,,M58658,,10.0,A2B8,5.0,,,1.0,INTEGRADO
,,M9553,,5.0,A2B7,2.5,,,1.0,INTEGRADO
,,MA2831,,25.0,B1B13,12.5,,,1.0,TRANSISTOR
,,MA8920,,25.0,B1B13,12.5,,,1.0,TRANSISTOR
,,MB3722,,8.0,A2B9,4.0,,,1.0,INTEGRADO
,,MB3756,,5.0,A2B9,2.5,,,1.0,INTEGRADO
,,MB88301,,22.0,A2B9,11.0,,,1.0,INTEGRADO
,,MBC224,,7.0,A2B9,3.5,,,1.0,INTEGRADO
,,MC1352,,10.0,A2B9,5.0,,,1.0,INTEGRADO
,,MC14011,,10.0,A2B10,5.0,,,1.0,INTEGRADO
,,MC14013BP,,10.0,A2B9,5.0,,,1.0,INTEGRADO
,,MC14021,,10.0,A2B10,5.0,,,1.0,INTEGRADO
,,MC14027,,10.0,A2B10,5.0,,,1.0,INTEGRADO
,,MC14053,,10.0,A2B10,5.0,,,1.0,INTEGRADO
,,MC34063,,5.0,A2B9,2.5,,,1.0,INTEGRADO
,,MC34065,,,A2B10,,,,1.0,INTEGRADO
,,MC44604,,8.0,A2B10,4.0,,,1.0,INTEGRADO
,,MC44608,,,A2B10,,,,1.0,INTEGRADO
,,MC79L05,,2.0,A2B11,1.0,,,1.0,INTEGRADO
,,MCI30010,,,A2B10,,,,1.0,INTEGRADO
,,MCR5102,,60.0,A2B10,30.0,,,1.0,INTEGRADO
,,MCZ3001D,,56.0,A2B10,28.0,,,1.0,INTEGRADO
,,MCZ3001DB,,60.0,A2B10,30.0,,,1.0,INTEGRADO
,,MIC2576,,5.0,A2B11,2.5,,,1.0,INTEGRADO
,,MIP0254,,10.0,A2B11,5.0,,,1.0,INTEGRADO
,,MIP2E4DMY,,10.0,A2B13,5.0,,,1.0,INTEGRADO
,,MIP2E5DMY,,10.0,A2B13,5.0,,,1.0,INTEGRADO
,,MIP2F2,,12.0,A2B11,6.0,,,1.0,INTEGRADO
,,MIP2F4D,,12.0,A2B11,6.0,,,1.0,INTEGRADO
,,MIP3E4D,,12.0,A2B13,6.0,,,1.0,INTEGRADO
,,MIP3E4DMY,,10.0,A2B13,5.0,,,1.0,INTEGRADO
,,MIP411,,13.0,A2B11,6.5,,,1.0,INTEGRADO
,,MIP414,,14.0,A2B11,7.0,,,1.0,INTEGRADO
,,MJ11032,,,A2B24,,,,1.0,INTEGRADO
,,MJ13009,,5.0,A2B6,2.5,,,1.0,INTEGRADO
,,MJ15003,,16.0,A2B12,8.0,,,1.0,INTEGRADO
,,MJ15004,,16.0,A2B12,8.0,,,1.0,INTEGRADO
,,MJ15015,,15.0,A2B12,7.5,,,1.0,INTEGRADO
,,MJ15016,,,A2B18,,,,1.0,INTEGRADO
,,MJ15024,,,A2B18,,,,1.0,INTEGRADO
,,MJ15025,,13.0,A2B18,6.5,,,1.0,INTEGRADO
,,MJ802,,,A2B24,,,,1.0,INTEGRADO
,,MJE13002,,,A2B6,,,,1.0,INTEGRADO
,,MJE13005,,5.0,A2B6,2.5,,,1.0,INTEGRADO
,,MJE13007,,3.0,A2B6,1.5,,,1.0,INTEGRADO
,,MJE15032,,9.0,A2B14,4.5,,,1.0,INTEGRADO
,,MJE15033,,9.0,A2B14,4.5,,,1.0,INTEGRADO
,,MJM4558,,8.0,A2B14,4.0,,,1.0,INTEGRADO
,,MN12C250,,10.0,A2B14,5.0,,,1.0,INTEGRADO
,,MN15151,,50.0,A2B14,25.0,,,1.0,INTEGRADO
,,MN15245SBA,,25.0,A2B15,12.5,,,1.0,INTEGRADO
,,MN3102,,5.0,A2B14,2.5,,,1.0,INTEGRADO
,,MN8303,,7.0,A2B14,3.5,,,1.0,INTEGRADO
,,MOC9022,,8.0,A2B15,4.0,,,1.0,INTEGRADO
,,MPS6534,,1.0,B3B9,0.5,,,1.0,INTEGRADO
,,MR2520,,28.0,B1B13,14.0,,,1.0,INTEGRADO
,,MR2920,,32.0,B1B13,16.0,,,1.0,INTEGRADO
,,MTY30N50,,20.0,B1B14,10.0,,,1.0,INTEGRADO
,,MX0541,,25.0,A2B6,12.5,,,1.0,INTEGRADO
,,MX0841,,30.0,B1B15,15.0,,,1.0,INTEGRADO
,,MX0842,,35.0,B1B15,17.5,,,1.0,INTEGRADO
,,N25,,,A2B15,,,,1.0,INTEGRADO
,,N41,,3.0,A2B15,1.5,,,1.0,INTEGRADO
,,NE5532,,3.0,B1B16,1.5,,,1.0,INTEGRADO
,,NE555,,1.5,B1B16,0.75,,,1.0,INTEGRADO
,,NE556,,5.0,B1B16,2.5,,,1.0,INTEGRADO
,,NST2545,,5.0,B1B15,2.5,,,1.0,INTEGRADO
,,NTE104,,,A2B24,,,,1.0,INTEGRADO
,,NTE265,,,A2B15,,,,1.0,INTEGRADO
,,NTP870,,30.0,A2B16,15.0,,,1.0,INTEGRADO
,,OB2269,,12.0,A2B17,6.0,,,1.0,INTEGRADO
,,OOBC0W,,,A2B17,,,,1.0,INTEGRADO
,,OV2094-41,,,A1,,,,1.0,FLYBACK
,,P030RV11,,8.0,A2B17,4.0,,,1.0,INTEGRADO
,,P1014APIO,,9.0,A2B17,4.5,,,1.0,INTEGRADO
,,P5M,,3.0,A2B17,1.5,,,1.0,INTEGRADO
,,PA2032,,40.0,A2B17,20.0,,,1.0,INTEGRADO
,,PA3029,,25.0,A2B17,12.5,,,1.0,INTEGRADO
,,PAL002,,25.0,A2B19,12.5,,,1.0,INTEGRADO
,,PAL003,,28.0,A2B19,14.0,,,1.0,INTEGRADO
,,PAL007,,25.0,A2B19,12.5,,,1.0,INTEGRADO
,,PAL012,,40.0,A2B19,20.0,,,1.0,INTEGRADO
,,PAL013,,40.0,A2B19,20.0,,,1.0,INTEGRADO
,,"PC AX3950 Core i3, 500GB","Stay productive and get creative with the AX3950-UR30P Desktop PC. The AX3950-UR30P Desktop PC features a dynamic and sleek entertainment center that’s 1/3 the size of a normal PC and features powerful Intel® Core™ i3 performance, 4GB Memory, Windows® 7 Home Premium and great media features that make it easy to power through tasks.",699.0,Container Z-45,349.5,,,3.0,PC
,,PC817,,1.5,A2B19,0.75,,,1.0,INTEGRADO
,,PCL0017,,,A2B20,,,,1.0,INTEGRADO
,,PM36-041-11,,60.0,A2B20,30.0,,,1.0,INTEGRADO
,,PQ12RF11,,8.0,A2B20,4.0,,,1.0,INTEGRADO
,,PT2399,,3.5,A2B20,1.75,,,1.0,INTEGRADO
,,PUA3228,,28.0,A2B20,14.0,,,1.0,INTEGRADO
,,R1002,,1.0,A2B21,0.5,,,1.0,INTEGRADO
,,RJP63K2,,18.0,B2A14,9.0,,,1.0,INTEGRADO
,,S1854,,5.0,A2B21,2.5,,,1.0,TRANSISTOR
,,S6785G,,12.0,A2B21,6.0,,,1.0,TRANSISTOR
,,S8050,,1.0,B3D10,0.5,,,1.0,TRANSISTOR
,,S8550,,1.0,B3D10,0.5,,,1.0,TRANSISTOR
,,S9012,,1.0,B3D10,0.5,,,1.0,TRANSISTOR
,,S9014,,1.0,B3D10,0.5,,,1.0,TRANSISTOR
,,SA7454,,12.0,A2B21,6.0,,,1.0,INTEGRADO
,,SD4841,,7.0,A2B21,3.5,,,1.0,TRANSISTOR
,,SE090,,5.0,A2B21,2.5,,,1.0,TRANSISTOR
,,SE110,,4.0,A2B21,2.0,,,1.0,TRANSISTOR
,,SE115,,5.0,A2B21,2.5,,,1.0,TRANSISTOR
,,SE120,,5.0,A2B22,2.5,,,1.0,TRANSISTOR
,,SE125,,5.0,A2B22,2.5,,,1.0,TRANSISTOR
,,SE140,,5.0,A2B22,2.5,,,1.0,TRANSISTOR
,,SE800,,5.0,A2B22,2.5,,,1.0,TRANSISTOR
,,SF5142,,5.0,A2B22,2.5,,,1.0,TRANSISTOR
,,SFS9Z34,,6.0,A2B22,3.0,,,1.0,TRANSISTOR
,,SG3524N,,5.0,A2B22,2.5,,,1.0,TRANSISTOR
,,SK0624,SK7625,30.0,A2B23,15.0,,,1.0,INTEGRADO
,,SK3019,,2.0,A2B23,1.0,,,1.0,INTEGRADO
,,SK3090,,7.0,A2B23,3.5,,,1.0,INTEGRADO
,,SK3123,,2.0,B1D10,1.0,,,1.0,INTEGRADO
,,SK43,,3.0,A2B23,1.5,,,1.0,INTEGRADO
,,SM8002,,6.0,A2B22,3.0,,,1.0,INTEGRADO
,,SMR40000,,15.0,B2B1,7.5,,,1.0,TRANSISTOR
,,SN75176,,5.0,B1A8,2.5,,,1.0,TRANSISTOR
,,SN94096N,,,B3B11,,,,1.0,TRANSISTOR
,,ST2001,,8.0,A2B27,4.0,,,1.0,TRANSISTOR
,,ST2310,,9.0,A2B27,4.5,,,1.0,TRANSISTOR
,,ST8812,,9.0,A2B27,4.5,,,1.0,TRANSISTOR
,,STA540SA,,17.0,A2B27,8.5,,,1.0,TRANSISTOR
,,STE2310,,8.0,A2B26,4.0,,,1.0,TRANSISTOR
,,STR10006,,20.0,B2B3,10.0,,,1.0,TRANSISTOR
,,STR30110,,35.0,B2B3,17.5,,,1.0,TRANSISTOR
,,STR30115,ORIGINAL,20.0,B2B4,10.0,,,1.0,TRANSISTOR
,,STR30120,,18.0,B2B4,9.0,,,1.0,TRANSISTOR
,,STR30123,,14.0,B2B4,7.0,,,1.0,TRANSISTOR
,,STR30130,,14.0,B2B5,7.0,,,1.0,TRANSISTOR
,,STR3130,,20.0,B2B1,10.0,,,1.0,TRANSISTOR
,,STR3215,,20.0,B2B2,10.0,,,1.0,TRANSISTOR
,,STR459,,8.0,B2B1,4.0,,,1.0,TRANSISTOR
,,STR50092,,10.0,B2B5,5.0,,,1.0,TRANSISTOR
,,STR50103,,15.0,B2B5,7.5,,,1.0,TRANSISTOR
,,STR50111,,,B2B5,,,,1.0,TRANSISTOR
,,STR50115,,,B2B5,,,,1.0,TRANSISTOR
,,STR50130,,,B2B5,,,,1.0,TRANSISTOR
,,STR5015,,20.0,B2B2,10.0,,,1.0,TRANSISTOR
,,STR52041,,30.0,B2B6,15.0,,,1.0,TRANSISTOR
,,STR53041,,15.0,B2B6,7.5,,,1.0,TRANSISTOR
,,STR59041,,13.0,B2B6,6.5,,,1.0,TRANSISTOR
,,STR80145,,18.0,B2B6,9.0,,,1.0,TRANSISTOR
,,STR83159,,18.0,B2B6,9.0,,,1.0,TRANSISTOR
,,STR9012,,20.0,B2B3,10.0,,,1.0,TRANSISTOR
,,STRD3030,,18.0,B2B7,9.0,,,1.0,TRANSISTOR
,,STRD3035,,20.0,B2B7,10.0,,,1.0,TRANSISTOR
,,STRD4512,,20.0,B2B7,10.0,,,1.0,TRANSISTOR
,,STRD6601,,25.0,B2B7,12.5,,,1.0,TRANSISTOR
,,STRF6138,,28.0,B2B8,14.0,,,1.0,TRANSISTOR
,,STRF6264,,26.0,B2B8,13.0,,,1.0,TRANSISTOR
,,STRF6267,,24.0,B2B8,12.0,,,1.0,TRANSISTOR
